mode,theta0,period,steps,cpu_time,avg_dt,max_error,period_error,real_time
fixed_1e-04,22.56,1.82311147,200000,0.013474,0.000100,0.231583,0.182955,yes
adaptive,22.56,1.82310892,259,0.000044,0.077579,0.231417,0.182958,yes
analytic,22.57,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.57,1.82312727,2007,0.000135,0.010000,0.231882,0.182939,yes
fixed_1e-03,22.57,1.82312726,20061,0.001348,0.001000,0.231886,0.182939,yes
fixed_1e-04,22.57,1.82312726,200000,0.013457,0.000100,0.231886,0.182939,yes
adaptive,22.57,1.82312418,259,0.000044,0.077573,0.231668,0.182942,yes
analytic,22.58,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.58,1.82314307,2007,0.000135,0.010000,0.232186,0.182924,yes
fixed_1e-03,22.58,1.82314306,20061,0.001350,0.001000,0.232189,0.182924,yes
fixed_1e-04,22.58,1.82314306,200000,0.013490,0.000100,0.232189,0.182924,yes
adaptive,22.58,1.82313947,259,0.000047,0.077567,0.231917,0.182927,yes
analytic,22.59,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.59,1.82315887,2007,0.000148,0.010000,0.232490,0.182908,yes
fixed_1e-03,22.59,1.82315887,20061,0.001430,0.001000,0.232493,0.182908,yes
fixed_1e-04,22.59,1.82315887,200000,0.013489,0.000100,0.232493,0.182908,yes
adaptive,22.59,1.82315478,259,0.000048,0.077561,0.232165,0.182912,yes
analytic,22.60,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.60,1.82317469,2007,0.000145,0.010000,0.232794,0.182892,yes
fixed_1e-03,22.60,1.82317469,20061,0.001410,0.001000,0.232796,0.182892,yes
fixed_1e-04,22.60,1.82317469,200000,0.013461,0.000100,0.232796,0.182892,yes
adaptive,22.60,1.82317009,259,0.000047,0.077556,0.232406,0.182897,yes
analytic,22.61,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.61,1.82319051,2007,0.000144,0.010000,0.233098,0.182876,yes
fixed_1e-03,22.61,1.82319051,20061,0.001379,0.001000,0.233100,0.182876,yes
fixed_1e-04,22.61,1.82319051,200000,0.013459,0.000100,0.233101,0.182876,yes
adaptive,22.61,1.82318544,259,0.000047,0.077549,0.232637,0.182881,yes
analytic,22.62,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.62,1.82320634,2007,0.000144,0.010000,0.233403,0.182860,yes
fixed_1e-03,22.62,1.82320634,20061,0.001383,0.001000,0.233405,0.182860,yes
fixed_1e-04,22.62,1.82320634,200000,0.013459,0.000100,0.233405,0.182860,yes
adaptive,22.62,1.82320081,259,0.000047,0.077543,0.232863,0.182866,yes
analytic,22.63,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.63,1.82322217,2007,0.000144,0.010000,0.233708,0.182845,yes
fixed_1e-03,22.63,1.82322217,20061,0.001440,0.001000,0.233709,0.182845,yes
fixed_1e-04,22.63,1.82322217,200000,0.013494,0.000100,0.233709,0.182845,yes
adaptive,22.63,1.82321620,259,0.000048,0.077537,0.233088,0.182850,yes
analytic,22.64,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.64,1.82323801,2007,0.000145,0.010000,0.234013,0.182829,yes
fixed_1e-03,22.64,1.82323802,20061,0.001421,0.001000,0.234014,0.182829,yes
fixed_1e-04,22.64,1.82323802,200000,0.013458,0.000100,0.234014,0.182829,yes
adaptive,22.64,1.82323163,259,0.000047,0.077532,0.233315,0.182835,yes
analytic,22.65,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.65,1.82325386,2007,0.000144,0.010000,0.234318,0.182813,yes
fixed_1e-03,22.65,1.82325387,20061,0.001424,0.001000,0.234319,0.182813,yes
fixed_1e-04,22.65,1.82325387,200000,0.013459,0.000100,0.234319,0.182813,yes
adaptive,22.65,1.82324710,259,0.000048,0.077526,0.233531,0.182820,yes
analytic,22.66,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.66,1.82326972,2007,0.000145,0.010000,0.234623,0.182797,yes
fixed_1e-03,22.66,1.82326972,20061,0.001399,0.001000,0.234625,0.182797,yes
fixed_1e-04,22.66,1.82326972,200000,0.013462,0.000100,0.234625,0.182797,yes
adaptive,22.66,1.82326261,259,0.000047,0.077520,0.233737,0.182804,yes
analytic,22.67,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.67,1.82328558,2007,0.000145,0.010000,0.234929,0.182781,yes
fixed_1e-03,22.67,1.82328559,20061,0.001397,0.001000,0.234930,0.182781,yes
fixed_1e-04,22.67,1.82328559,200000,0.013487,0.000100,0.234930,0.182781,yes
adaptive,22.67,1.82327818,259,0.000047,0.077514,0.233940,0.182789,yes
analytic,22.68,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.68,1.82330146,2007,0.000145,0.010000,0.235235,0.182765,yes
fixed_1e-03,22.68,1.82330146,20061,0.001437,0.001000,0.235236,0.182765,yes
fixed_1e-04,22.68,1.82330146,200000,0.013455,0.000100,0.235236,0.182765,yes
adaptive,22.68,1.82329378,260,0.000046,0.077209,0.234143,0.182773,yes
analytic,22.69,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.69,1.82331733,2007,0.000144,0.010000,0.235541,0.182749,yes
fixed_1e-03,22.69,1.82331734,20061,0.001402,0.001000,0.235542,0.182749,yes
fixed_1e-04,22.69,1.82331734,200000,0.013475,0.000100,0.235542,0.182749,yes
adaptive,22.69,1.82330942,260,0.000045,0.077203,0.234347,0.182757,yes
analytic,22.70,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.70,1.82333322,2007,0.000134,0.010000,0.235848,0.182733,yes
fixed_1e-03,22.70,1.82333323,20061,0.001349,0.001000,0.235848,0.182733,yes
fixed_1e-04,22.70,1.82333323,200000,0.013460,0.000100,0.235848,0.182733,yes
adaptive,22.70,1.82332509,260,0.000047,0.077197,0.234550,0.182742,yes
analytic,22.71,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.71,1.82334911,2007,0.000144,0.010000,0.236155,0.182718,yes
fixed_1e-03,22.71,1.82334912,20061,0.001380,0.001000,0.236155,0.182718,yes
fixed_1e-04,22.71,1.82334912,200000,0.013493,0.000100,0.236155,0.182718,yes
adaptive,22.71,1.82334081,258,0.000048,0.077825,0.235309,0.182726,yes
analytic,22.72,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.72,1.82336501,2007,0.000145,0.010000,0.236461,0.182702,yes
fixed_1e-03,22.72,1.82336502,20061,0.001416,0.001000,0.236461,0.182702,yes
fixed_1e-04,22.72,1.82336502,200000,0.013470,0.000100,0.236462,0.182702,yes
adaptive,22.72,1.82335700,260,0.000048,0.077184,0.234940,0.182710,yes
analytic,22.73,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.73,1.82338092,2007,0.000145,0.010000,0.236769,0.182686,yes
fixed_1e-03,22.73,1.82338093,20061,0.001386,0.001000,0.236768,0.182686,yes
fixed_1e-04,22.73,1.82338093,200000,0.013455,0.000100,0.236769,0.182686,yes
adaptive,22.73,1.82337317,260,0.000047,0.077179,0.235143,0.182694,yes
analytic,22.74,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.74,1.82339684,2007,0.000145,0.010000,0.237076,0.182670,yes
fixed_1e-03,22.74,1.82339685,20061,0.001423,0.001000,0.237076,0.182670,yes
fixed_1e-04,22.74,1.82339685,200000,0.013459,0.000100,0.237076,0.182670,yes
adaptive,22.74,1.82338940,259,0.000047,0.077506,0.235920,0.182677,yes
analytic,22.75,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.75,1.82341276,2007,0.000144,0.010000,0.237384,0.182654,yes
fixed_1e-03,22.75,1.82341277,20061,0.001426,0.001000,0.237384,0.182654,yes
fixed_1e-04,22.75,1.82341277,200000,0.013476,0.000100,0.237384,0.182654,yes
adaptive,22.75,1.82340571,259,0.000047,0.077500,0.236124,0.182661,yes
analytic,22.76,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.76,1.82342869,2007,0.000145,0.010000,0.237692,0.182638,yes
fixed_1e-03,22.76,1.82342870,20061,0.001390,0.001000,0.237691,0.182638,yes
fixed_1e-04,22.76,1.82342870,200000,0.013459,0.000100,0.237691,0.182638,yes
adaptive,22.76,1.82342207,259,0.000047,0.077493,0.236320,0.182645,yes
analytic,22.77,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.77,1.82344463,2007,0.000145,0.010000,0.238000,0.182622,yes
fixed_1e-03,22.77,1.82344464,20061,0.001395,0.001000,0.238000,0.182622,yes
fixed_1e-04,22.77,1.82344464,200000,0.013463,0.000100,0.238000,0.182622,yes
adaptive,22.77,1.82343849,260,0.000047,0.077154,0.235965,0.182628,yes
analytic,22.78,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.78,1.82346057,2007,0.000145,0.010000,0.238308,0.182606,yes
fixed_1e-03,22.78,1.82346059,20061,0.001402,0.001000,0.238308,0.182606,yes
fixed_1e-04,22.78,1.82346059,200000,0.013457,0.000100,0.238308,0.182606,yes
adaptive,22.78,1.82345496,262,0.000044,0.076834,0.237109,0.182612,yes
analytic,22.79,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.79,1.82347652,2007,0.000135,0.010000,0.238617,0.182590,yes
fixed_1e-03,22.79,1.82347654,20061,0.001362,0.001000,0.238616,0.182590,yes
fixed_1e-04,22.79,1.82347654,200000,0.013456,0.000100,0.238616,0.182590,yes
adaptive,22.79,1.82347149,262,0.000045,0.076826,0.237562,0.182595,yes
analytic,22.80,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.80,1.82349248,2007,0.000135,0.010000,0.238925,0.182574,yes
fixed_1e-03,22.80,1.82349250,20061,0.001356,0.001000,0.238925,0.182574,yes
fixed_1e-04,22.80,1.82349250,200000,0.013479,0.000100,0.238925,0.182574,yes
adaptive,22.80,1.82348806,262,0.000048,0.076818,0.238001,0.182579,yes
analytic,22.81,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.81,1.82350845,2007,0.000145,0.010000,0.239235,0.182558,yes
fixed_1e-03,22.81,1.82350846,20061,0.001419,0.001000,0.239234,0.182558,yes
fixed_1e-04,22.81,1.82350846,200000,0.013455,0.000100,0.239234,0.182558,yes
adaptive,22.81,1.82350469,262,0.000048,0.076811,0.238427,0.182562,yes
analytic,22.82,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.82,1.82352442,2007,0.000145,0.010000,0.239544,0.182542,yes
fixed_1e-03,22.82,1.82352444,20061,0.001392,0.001000,0.239544,0.182542,yes
fixed_1e-04,22.82,1.82352444,200000,0.013459,0.000100,0.239544,0.182542,yes
adaptive,22.82,1.82352137,262,0.000048,0.076805,0.238839,0.182545,yes
analytic,22.83,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.83,1.82354040,2007,0.000145,0.010000,0.239853,0.182526,yes
fixed_1e-03,22.83,1.82354042,20061,0.001428,0.001000,0.239853,0.182526,yes
fixed_1e-04,22.83,1.82354042,200000,0.013456,0.000100,0.239853,0.182526,yes
adaptive,22.83,1.82353810,262,0.000047,0.076799,0.239241,0.182529,yes
analytic,22.84,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.84,1.82355639,2007,0.000144,0.010000,0.240163,0.182510,yes
fixed_1e-03,22.84,1.82355641,20061,0.001430,0.001000,0.240163,0.182510,yes
fixed_1e-04,22.84,1.82355641,200000,0.013462,0.000100,0.240163,0.182510,yes
adaptive,22.84,1.82355488,262,0.000048,0.076793,0.239633,0.182512,yes
analytic,22.85,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.85,1.82357239,2007,0.000145,0.010000,0.240473,0.182494,yes
fixed_1e-03,22.85,1.82357240,20061,0.001397,0.001000,0.240473,0.182494,yes
fixed_1e-04,22.85,1.82357240,200000,0.013471,0.000100,0.240473,0.182494,yes
adaptive,22.85,1.82357171,262,0.000048,0.076788,0.240013,0.182495,yes
analytic,22.86,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.86,1.82358839,2007,0.000144,0.010000,0.240783,0.182478,yes
fixed_1e-03,22.86,1.82358841,20061,0.001435,0.001000,0.240784,0.182478,yes
fixed_1e-04,22.86,1.82358841,200000,0.013470,0.000100,0.240784,0.182478,yes
adaptive,22.86,1.82358859,261,0.000046,0.077110,0.239933,0.182478,yes
analytic,22.87,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.87,1.82360440,2007,0.000145,0.010000,0.241094,0.182462,yes
fixed_1e-03,22.87,1.82360442,20061,0.001402,0.001000,0.241094,0.182462,yes
fixed_1e-04,22.87,1.82360442,200000,0.013463,0.000100,0.241094,0.182462,yes
adaptive,22.87,1.82360552,261,0.000045,0.077104,0.240352,0.182461,yes
analytic,22.88,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.88,1.82362042,2007,0.000135,0.010000,0.241405,0.182446,yes
fixed_1e-03,22.88,1.82362044,20061,0.001362,0.001000,0.241405,0.182446,yes
fixed_1e-04,22.88,1.82362044,200000,0.013477,0.000100,0.241405,0.182446,yes
adaptive,22.88,1.82362247,261,0.000045,0.077097,0.240759,0.182444,yes
analytic,22.89,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.89,1.82363645,2007,0.000135,0.010000,0.241716,0.182430,yes
fixed_1e-03,22.89,1.82363646,20061,0.001348,0.001000,0.241716,0.182430,yes
fixed_1e-04,22.89,1.82363646,200000,0.013469,0.000100,0.241716,0.182430,yes
adaptive,22.89,1.82363945,261,0.000047,0.077091,0.241156,0.182427,yes
analytic,22.90,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.90,1.82365248,2007,0.000144,0.010000,0.242027,0.182414,yes
fixed_1e-03,22.90,1.82365249,20061,0.001417,0.001000,0.242028,0.182414,yes
fixed_1e-04,22.90,1.82365249,200000,0.013466,0.000100,0.242028,0.182414,yes
adaptive,22.90,1.82364760,261,0.000047,0.077086,0.241549,0.182419,yes
analytic,22.91,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.91,1.82366852,2007,0.000145,0.010000,0.242338,0.182398,yes
fixed_1e-03,22.91,1.82366853,20061,0.001419,0.001000,0.242339,0.182398,yes
fixed_1e-04,22.91,1.82366853,200000,0.013470,0.000100,0.242339,0.182398,yes
adaptive,22.91,1.82366426,260,0.000048,0.077410,0.241463,0.182402,yes
analytic,22.92,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.92,1.82368457,2007,0.000145,0.010000,0.242650,0.182382,yes
fixed_1e-03,22.92,1.82368458,20061,0.001386,0.001000,0.242651,0.182382,yes
fixed_1e-04,22.92,1.82368458,200000,0.013488,0.000100,0.242651,0.182382,yes
adaptive,22.92,1.82368096,260,0.000048,0.077403,0.241886,0.182386,yes
analytic,22.93,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.93,1.82370062,2007,0.000144,0.010000,0.242962,0.182366,yes
fixed_1e-03,22.93,1.82370063,20061,0.001424,0.001000,0.242963,0.182366,yes
fixed_1e-04,22.93,1.82370063,200000,0.013458,0.000100,0.242963,0.182366,yes
adaptive,22.93,1.82369772,260,0.000047,0.077397,0.242297,0.182369,yes
analytic,22.94,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.94,1.82371668,2007,0.000145,0.010000,0.243274,0.182350,yes
fixed_1e-03,22.94,1.82371669,20061,0.001427,0.001000,0.243276,0.182350,yes
fixed_1e-04,22.94,1.82371669,200000,0.013456,0.000100,0.243276,0.182350,yes
adaptive,22.94,1.82371453,260,0.000049,0.077392,0.242695,0.182352,yes
analytic,22.95,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.95,1.82373275,2007,0.000145,0.010000,0.243586,0.182334,yes
fixed_1e-03,22.95,1.82373276,20061,0.001434,0.001000,0.243588,0.182334,yes
fixed_1e-04,22.95,1.82373276,200000,0.013460,0.000100,0.243588,0.182334,yes
adaptive,22.95,1.82373138,260,0.000048,0.077386,0.243094,0.182335,yes
analytic,22.96,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.96,1.82374883,2007,0.000144,0.010000,0.243899,0.182318,yes
fixed_1e-03,22.96,1.82374884,20061,0.001398,0.001000,0.243901,0.182318,yes
fixed_1e-04,22.96,1.82374884,200000,0.013464,0.000100,0.243901,0.182318,yes
adaptive,22.96,1.82374828,260,0.000048,0.077380,0.243483,0.182318,yes
analytic,22.97,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.97,1.82376491,2007,0.000147,0.010000,0.244212,0.182302,yes
fixed_1e-03,22.97,1.82376492,20061,0.001400,0.001000,0.244214,0.182302,yes
fixed_1e-04,22.97,1.82376492,200000,0.013461,0.000100,0.244214,0.182302,yes
adaptive,22.97,1.82376521,259,0.000050,0.077706,0.243424,0.182301,yes
analytic,22.98,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.98,1.82378100,2007,0.000136,0.010000,0.244525,0.182286,yes
fixed_1e-03,22.98,1.82378101,20061,0.001348,0.001000,0.244528,0.182286,yes
fixed_1e-04,22.98,1.82378101,200000,0.013463,0.000100,0.244528,0.182286,yes
adaptive,22.98,1.82378217,259,0.000044,0.077699,0.243840,0.182285,yes
analytic,22.99,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,22.99,1.82379710,2007,0.000135,0.010000,0.244838,0.182270,yes
fixed_1e-03,22.99,1.82379711,20061,0.001348,0.001000,0.244842,0.182270,yes
fixed_1e-04,22.99,1.82379711,200000,0.013457,0.000100,0.244842,0.182270,yes
adaptive,22.99,1.82379928,259,0.000047,0.077693,0.244249,0.182267,yes
analytic,23.00,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.00,1.82381321,2007,0.000145,0.010000,0.245151,0.182253,yes
fixed_1e-03,23.00,1.82381321,20061,0.001420,0.001000,0.245155,0.182253,yes
fixed_1e-04,23.00,1.82381321,200000,0.013462,0.000100,0.245156,0.182253,yes
adaptive,23.00,1.82381643,259,0.000047,0.077688,0.244648,0.182250,yes
analytic,23.01,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.01,1.82382932,2007,0.000145,0.010000,0.245465,0.182237,yes
fixed_1e-03,23.01,1.82382933,20061,0.001387,0.001000,0.245470,0.182237,yes
fixed_1e-04,23.01,1.82382933,200000,0.013494,0.000100,0.245470,0.182237,yes
adaptive,23.01,1.82382464,259,0.000047,0.077682,0.245036,0.182242,yes
analytic,23.02,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.02,1.82384544,2007,0.000144,0.010000,0.245779,0.182221,yes
fixed_1e-03,23.02,1.82384545,20061,0.001424,0.001000,0.245784,0.182221,yes
fixed_1e-04,23.02,1.82384545,200000,0.013459,0.000100,0.245784,0.182221,yes
adaptive,23.02,1.82384142,259,0.000047,0.077677,0.245419,0.182225,yes
analytic,23.03,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.03,1.82386157,2007,0.000145,0.010000,0.246093,0.182205,yes
fixed_1e-03,23.03,1.82386157,20061,0.001423,0.001000,0.246099,0.182205,yes
fixed_1e-04,23.03,1.82386157,200000,0.013459,0.000100,0.246099,0.182205,yes
adaptive,23.03,1.82385826,258,0.000047,0.078004,0.245398,0.182208,yes
analytic,23.04,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.04,1.82387770,2007,0.000144,0.010000,0.246408,0.182189,yes
fixed_1e-03,23.04,1.82387771,20061,0.001429,0.001000,0.246414,0.182189,yes
fixed_1e-04,23.04,1.82387771,200000,0.013458,0.000100,0.246414,0.182189,yes
adaptive,23.04,1.82387516,258,0.000047,0.077997,0.245817,0.182192,yes
analytic,23.05,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.05,1.82389385,2007,0.000145,0.010000,0.246723,0.182173,yes
fixed_1e-03,23.05,1.82389385,20061,0.001429,0.001000,0.246729,0.182173,yes
fixed_1e-04,23.05,1.82389385,200000,0.013491,0.000100,0.246729,0.182173,yes
adaptive,23.05,1.82389211,258,0.000047,0.077991,0.246224,0.182175,yes
analytic,23.06,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.06,1.82391000,2007,0.000145,0.010000,0.247038,0.182157,yes
fixed_1e-03,23.06,1.82391000,20061,0.001394,0.001000,0.247044,0.182157,yes
fixed_1e-04,23.06,1.82391000,200000,0.013465,0.000100,0.247044,0.182157,yes
adaptive,23.06,1.82390912,258,0.000047,0.077985,0.246621,0.182158,yes
analytic,23.07,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.07,1.82392615,2007,0.000145,0.010000,0.247353,0.182141,yes
fixed_1e-03,23.07,1.82392615,20061,0.001434,0.001000,0.247360,0.182141,yes
fixed_1e-04,23.07,1.82392615,200000,0.013472,0.000100,0.247360,0.182141,yes
adaptive,23.07,1.82392618,258,0.000047,0.077979,0.247008,0.182140,yes
analytic,23.08,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.08,1.82394232,2007,0.000145,0.010000,0.247668,0.182124,yes
fixed_1e-03,23.08,1.82394231,20061,0.001436,0.001000,0.247676,0.182124,yes
fixed_1e-04,23.08,1.82394231,200000,0.013464,0.000100,0.247676,0.182124,yes
adaptive,23.08,1.82394330,259,0.000044,0.077640,0.247642,0.182123,yes
analytic,23.09,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.09,1.82395849,2007,0.000135,0.010000,0.247984,0.182108,yes
fixed_1e-03,23.09,1.82395848,20061,0.001348,0.001000,0.247992,0.182108,yes
fixed_1e-04,23.09,1.82395848,200000,0.013458,0.000100,0.247992,0.182108,yes
adaptive,23.09,1.82396047,259,0.000045,0.077640,0.248037,0.182106,yes
analytic,23.10,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.10,1.82397467,2007,0.000135,0.010000,0.248300,0.182092,yes
fixed_1e-03,23.10,1.82397466,20061,0.001349,0.001000,0.248309,0.182092,yes
fixed_1e-04,23.10,1.82397466,200000,0.013491,0.000100,0.248309,0.182092,yes
adaptive,23.10,1.82397770,259,0.000047,0.077634,0.248345,0.182089,yes
analytic,23.11,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.11,1.82399086,2007,0.000148,0.010000,0.248616,0.182076,yes
fixed_1e-03,23.11,1.82399085,20061,0.001384,0.001000,0.248625,0.182076,yes
fixed_1e-04,23.11,1.82399085,200000,0.013461,0.000100,0.248625,0.182076,yes
adaptive,23.11,1.82399497,259,0.000047,0.077628,0.248648,0.182072,yes
analytic,23.12,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.12,1.82400705,2007,0.000145,0.010000,0.248932,0.182060,yes
fixed_1e-03,23.12,1.82400704,20061,0.001423,0.001000,0.248942,0.182060,yes
fixed_1e-04,23.12,1.82400704,200000,0.013462,0.000100,0.248942,0.182060,yes
adaptive,23.12,1.82401221,259,0.000048,0.077621,0.248943,0.182054,yes
analytic,23.13,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.13,1.82402325,2007,0.000144,0.010000,0.249249,0.182043,yes
fixed_1e-03,23.13,1.82402324,20061,0.001426,0.001000,0.249260,0.182043,yes
fixed_1e-04,23.13,1.82402324,200000,0.013461,0.000100,0.249260,0.182043,yes
adaptive,23.13,1.82402938,259,0.000048,0.077615,0.249235,0.182037,yes
analytic,23.14,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.14,1.82403946,2007,0.000145,0.010000,0.249566,0.182027,yes
fixed_1e-03,23.14,1.82403944,20061,0.001393,0.001000,0.249577,0.182027,yes
fixed_1e-04,23.14,1.82403944,200000,0.013459,0.000100,0.249577,0.182027,yes
adaptive,23.14,1.82404651,259,0.000048,0.077610,0.249524,0.182020,yes
analytic,23.15,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.15,1.82405568,2007,0.000145,0.010000,0.249883,0.182011,yes
fixed_1e-03,23.15,1.82405566,20061,0.001432,0.001000,0.249895,0.182011,yes
fixed_1e-04,23.15,1.82405566,200000,0.013465,0.000100,0.249895,0.182011,yes
adaptive,23.15,1.82406358,259,0.000051,0.077604,0.249810,0.182003,yes
analytic,23.16,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.16,1.82407190,2007,0.000152,0.010000,0.250200,0.181995,yes
fixed_1e-03,23.16,1.82407188,20061,0.001429,0.001000,0.250213,0.181995,yes
fixed_1e-04,23.16,1.82407188,200000,0.013459,0.000100,0.250213,0.181995,yes
adaptive,23.16,1.82408061,260,0.000047,0.077268,0.249808,0.181986,yes
analytic,23.17,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.17,1.82408813,2007,0.000145,0.010000,0.250518,0.181979,yes
fixed_1e-03,23.17,1.82408811,20061,0.001435,0.001000,0.250531,0.181979,yes
fixed_1e-04,23.17,1.82408811,200000,0.013458,0.000100,0.250531,0.181979,yes
adaptive,23.17,1.82410310,260,0.000051,0.077262,0.250044,0.181964,yes
analytic,23.18,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.18,1.82410437,2007,0.000148,0.010000,0.250835,0.181962,yes
fixed_1e-03,23.18,1.82410434,20061,0.001398,0.001000,0.250849,0.181962,yes
fixed_1e-04,23.18,1.82410434,200000,0.013458,0.000100,0.250850,0.181962,yes
adaptive,23.18,1.82411962,260,0.000044,0.077257,0.250296,0.181947,yes
analytic,23.19,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.19,1.82412061,2007,0.000135,0.010000,0.251153,0.181946,yes
fixed_1e-03,23.19,1.82412059,20061,0.001348,0.001000,0.251168,0.181946,yes
fixed_1e-04,23.19,1.82412059,200000,0.013456,0.000100,0.251168,0.181946,yes
adaptive,23.19,1.82413610,260,0.000045,0.077250,0.250513,0.181931,yes
analytic,23.20,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.20,1.82413687,2007,0.000134,0.010000,0.251472,0.181930,yes
fixed_1e-03,23.20,1.82413684,20061,0.001374,0.001000,0.251487,0.181930,yes
fixed_1e-04,23.20,1.82413684,200000,0.013466,0.000100,0.251487,0.181930,yes
adaptive,23.20,1.82415256,261,0.000048,0.076947,0.250750,0.181914,yes
analytic,23.21,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,23.21,1.82415312,2007,0.000145,0.010000,0.251790,0.181914,yes
fixed_1e-03,23.21,1.82415309,20061,0.001419,0.001000,0.251807,0.181914,yes
