mode,theta0,period,steps,cpu_time,avg_dt,max_error,period_error,real_time
fixed_1e-03,73.44,2.01044269,20061,0.001741,0.001000,2.562251,0.004376,yes
fixed_1e-04,73.44,2.01044269,200000,0.016239,0.000100,2.562252,0.004376,yes
adaptive,73.44,2.01044534,345,0.000073,0.058304,2.561571,0.004379,yes
analytic,73.45,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.45,2.01050454,2007,0.000177,0.010000,2.562564,0.004438,yes
fixed_1e-03,73.45,2.01050452,20061,0.001734,0.001000,2.562564,0.004438,yes
fixed_1e-04,73.45,2.01050452,200000,0.016217,0.000100,2.562564,0.004438,yes
adaptive,73.45,2.01050757,345,0.000073,0.058285,2.562135,0.004441,yes
analytic,73.46,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.46,2.01056638,2007,0.000174,0.010000,2.562876,0.004500,yes
fixed_1e-03,73.46,2.01056637,20061,0.001748,0.001000,2.562876,0.004500,yes
fixed_1e-04,73.46,2.01056637,200000,0.016287,0.000100,2.562876,0.004500,yes
adaptive,73.46,2.01056965,345,0.000073,0.058278,2.562602,0.004503,yes
analytic,73.47,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.47,2.01062824,2007,0.000174,0.010000,2.563187,0.004562,yes
fixed_1e-03,73.47,2.01062822,20061,0.001750,0.001000,2.563187,0.004562,yes
fixed_1e-04,73.47,2.01062822,200000,0.016218,0.000100,2.563187,0.004562,yes
adaptive,73.47,2.01063165,345,0.000074,0.058277,2.563009,0.004565,yes
analytic,73.48,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.48,2.01069010,2007,0.000174,0.010000,2.563497,0.004623,yes
fixed_1e-03,73.48,2.01069009,20061,0.001754,0.001000,2.563497,0.004623,yes
fixed_1e-04,73.48,2.01069009,200000,0.016225,0.000100,2.563498,0.004623,yes
adaptive,73.48,2.01069081,343,0.000073,0.058462,2.561258,0.004624,yes
analytic,73.49,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.49,2.01075198,2007,0.000175,0.010000,2.563807,0.004685,yes
fixed_1e-03,73.49,2.01075197,20061,0.001739,0.001000,2.563807,0.004685,yes
fixed_1e-04,73.49,2.01075197,200000,0.016236,0.000100,2.563808,0.004685,yes
adaptive,73.49,2.01075342,343,0.000072,0.058481,2.562066,0.004687,yes
analytic,73.50,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.50,2.01081387,2007,0.000175,0.010000,2.564115,0.004747,yes
fixed_1e-03,73.50,2.01081386,20061,0.001746,0.001000,2.564115,0.004747,yes
fixed_1e-04,73.50,2.01081386,200000,0.016277,0.000100,2.564118,0.004747,yes
adaptive,73.50,2.01081591,343,0.000073,0.058490,2.562782,0.004749,yes
analytic,73.51,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.51,2.01087577,2007,0.000175,0.010000,2.564423,0.004809,yes
fixed_1e-03,73.51,2.01087576,20061,0.001720,0.001000,2.564425,0.004809,yes
fixed_1e-04,73.51,2.01087576,200000,0.016239,0.000100,2.564427,0.004809,yes
adaptive,73.51,2.01087829,345,0.000073,0.058310,2.563422,0.004812,yes
analytic,73.52,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.52,2.01093769,2007,0.000175,0.010000,2.564729,0.004871,yes
fixed_1e-03,73.52,2.01093768,20061,0.001714,0.001000,2.564735,0.004871,yes
fixed_1e-04,73.52,2.01093768,200000,0.016222,0.000100,2.564735,0.004871,yes
adaptive,73.52,2.01094056,345,0.000074,0.058286,2.563997,0.004874,yes
analytic,73.53,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.53,2.01099961,2007,0.000174,0.010000,2.565035,0.004933,yes
fixed_1e-03,73.53,2.01099961,20061,0.001745,0.001000,2.565043,0.004933,yes
fixed_1e-04,73.53,2.01099961,200000,0.016234,0.000100,2.565044,0.004933,yes
adaptive,73.53,2.01100276,346,0.000073,0.058107,2.564517,0.004936,yes
analytic,73.54,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.54,2.01106155,2007,0.000175,0.010000,2.565340,0.004995,yes
fixed_1e-03,73.54,2.01106155,20061,0.001748,0.001000,2.565351,0.004995,yes
fixed_1e-04,73.54,2.01106155,200000,0.016238,0.000100,2.565351,0.004995,yes
adaptive,73.54,2.01106491,345,0.000074,0.058301,2.564991,0.004998,yes
analytic,73.55,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.55,2.01112350,2007,0.000174,0.010000,2.565644,0.005057,yes
fixed_1e-03,73.55,2.01112350,20061,0.001730,0.001000,2.565658,0.005057,yes
fixed_1e-04,73.55,2.01112350,200000,0.016236,0.000100,2.565658,0.005057,yes
adaptive,73.55,2.01112700,345,0.000077,0.058312,2.565426,0.005060,yes
analytic,73.56,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.56,2.01118547,2007,0.000174,0.010000,2.565947,0.005119,yes
fixed_1e-03,73.56,2.01118546,20061,0.001746,0.001000,2.565964,0.005119,yes
fixed_1e-04,73.56,2.01118546,200000,0.016257,0.000100,2.565965,0.005119,yes
adaptive,73.56,2.01118904,345,0.000074,0.058295,2.565807,0.005122,yes
analytic,73.57,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.57,2.01124744,2007,0.000174,0.010000,2.566249,0.005181,yes
fixed_1e-03,73.57,2.01124744,20061,0.001752,0.001000,2.566269,0.005181,yes
fixed_1e-04,73.57,2.01124744,200000,0.016220,0.000100,2.566271,0.005181,yes
adaptive,73.57,2.01125065,345,0.000073,0.058301,2.565695,0.005184,yes
analytic,73.58,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.58,2.01130943,2007,0.000175,0.010000,2.566550,0.005243,yes
fixed_1e-03,73.58,2.01130943,20061,0.001746,0.001000,2.566574,0.005243,yes
fixed_1e-04,73.58,2.01130943,200000,0.016230,0.000100,2.566576,0.005243,yes
adaptive,73.58,2.01131301,346,0.000073,0.058117,2.566396,0.005246,yes
analytic,73.59,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.59,2.01137143,2007,0.000175,0.010000,2.566850,0.005305,yes
fixed_1e-03,73.59,2.01137143,20061,0.001747,0.001000,2.566880,0.005305,yes
fixed_1e-04,73.59,2.01137143,200000,0.016278,0.000100,2.566881,0.005305,yes
adaptive,73.59,2.01137510,345,0.000073,0.058305,2.566841,0.005308,yes
analytic,73.60,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.60,2.01143344,2007,0.000175,0.010000,2.567149,0.005367,yes
fixed_1e-03,73.60,2.01143344,20061,0.001754,0.001000,2.567185,0.005367,yes
fixed_1e-04,73.60,2.01143344,200000,0.016269,0.000100,2.567185,0.005367,yes
adaptive,73.60,2.01143656,345,0.000074,0.058305,2.566807,0.005370,yes
analytic,73.61,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.61,2.01149546,2007,0.000174,0.010000,2.567448,0.005429,yes
fixed_1e-03,73.61,2.01149546,20061,0.001708,0.001000,2.567489,0.005429,yes
fixed_1e-04,73.61,2.01149546,200000,0.016292,0.000100,2.567489,0.005429,yes
adaptive,73.61,2.01149820,346,0.000073,0.058096,2.566713,0.005432,yes
analytic,73.62,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.62,2.01155750,2007,0.000175,0.010000,2.567745,0.005491,yes
fixed_1e-03,73.62,2.01155750,20061,0.001742,0.001000,2.567792,0.005491,yes
fixed_1e-04,73.62,2.01155750,200000,0.016231,0.000100,2.567792,0.005491,yes
adaptive,73.62,2.01155975,346,0.000073,0.058088,2.566438,0.005493,yes
analytic,73.63,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.63,2.01161955,2007,0.000175,0.010000,2.568042,0.005553,yes
fixed_1e-03,73.63,2.01161955,20061,0.001727,0.001000,2.568095,0.005553,yes
fixed_1e-04,73.63,2.01161955,200000,0.016243,0.000100,2.568095,0.005553,yes
adaptive,73.63,2.01162142,346,0.000073,0.058083,2.566260,0.005555,yes
analytic,73.64,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.64,2.01168161,2007,0.000179,0.010000,2.568337,0.005615,yes
fixed_1e-03,73.64,2.01168161,20061,0.001716,0.001000,2.568396,0.005615,yes
fixed_1e-04,73.64,2.01168161,200000,0.016228,0.000100,2.568397,0.005615,yes
adaptive,73.64,2.01168321,346,0.000073,0.058100,2.566198,0.005617,yes
analytic,73.65,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.65,2.01174368,2007,0.000175,0.010000,2.568632,0.005677,yes
fixed_1e-03,73.65,2.01174368,20061,0.001713,0.001000,2.568696,0.005677,yes
fixed_1e-04,73.65,2.01174368,200000,0.016246,0.000100,2.568699,0.005677,yes
adaptive,73.65,2.01174508,346,0.000073,0.058091,2.566225,0.005678,yes
analytic,73.66,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.66,2.01180577,2007,0.000175,0.010000,2.568926,0.005739,yes
fixed_1e-03,73.66,2.01180577,20061,0.001743,0.001000,2.568998,0.005739,yes
fixed_1e-04,73.66,2.01180577,200000,0.016227,0.000100,2.569000,0.005739,yes
adaptive,73.66,2.01180698,346,0.000073,0.058087,2.566279,0.005740,yes
analytic,73.67,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.67,2.01186787,2007,0.000175,0.010000,2.569218,0.005801,yes
fixed_1e-03,73.67,2.01186786,20061,0.001733,0.001000,2.569300,0.005801,yes
fixed_1e-04,73.67,2.01186786,200000,0.016235,0.000100,2.569301,0.005801,yes
adaptive,73.67,2.01187011,346,0.000074,0.058087,2.568165,0.005803,yes
analytic,73.68,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.68,2.01192998,2007,0.000174,0.010000,2.569510,0.005863,yes
fixed_1e-03,73.68,2.01192997,20061,0.001754,0.001000,2.569600,0.005863,yes
fixed_1e-04,73.68,2.01192997,200000,0.016266,0.000100,2.569601,0.005863,yes
adaptive,73.68,2.01193200,346,0.000073,0.058084,2.568222,0.005865,yes
analytic,73.69,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.69,2.01199210,2007,0.000175,0.010000,2.569801,0.005925,yes
fixed_1e-03,73.69,2.01199210,20061,0.001753,0.001000,2.569900,0.005925,yes
fixed_1e-04,73.69,2.01199210,200000,0.016221,0.000100,2.569900,0.005925,yes
adaptive,73.69,2.01199392,346,0.000073,0.058098,2.568293,0.005927,yes
analytic,73.70,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.70,2.01205424,2007,0.000175,0.010000,2.570091,0.005988,yes
fixed_1e-03,73.70,2.01205423,20061,0.001742,0.001000,2.570199,0.005988,yes
fixed_1e-04,73.70,2.01205423,200000,0.016238,0.000100,2.570199,0.005988,yes
adaptive,73.70,2.01205585,346,0.000073,0.058092,2.568358,0.005989,yes
analytic,73.71,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.71,2.01211639,2007,0.000175,0.010000,2.570381,0.006050,yes
fixed_1e-03,73.71,2.01211638,20061,0.001739,0.001000,2.570497,0.006050,yes
fixed_1e-04,73.71,2.01211638,200000,0.016226,0.000100,2.570498,0.006050,yes
adaptive,73.71,2.01211784,346,0.000073,0.058089,2.568474,0.006051,yes
analytic,73.72,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.72,2.01217855,2007,0.000175,0.010000,2.570669,0.006112,yes
fixed_1e-03,73.72,2.01217853,20061,0.001747,0.001000,2.570794,0.006112,yes
fixed_1e-04,73.72,2.01217853,200000,0.016259,0.000100,2.570795,0.006112,yes
adaptive,73.72,2.01217984,346,0.000073,0.058087,2.568587,0.006113,yes
analytic,73.73,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.73,2.01224072,2007,0.000175,0.010000,2.570956,0.006174,yes
fixed_1e-03,73.73,2.01224070,20061,0.001718,0.001000,2.571090,0.006174,yes
fixed_1e-04,73.73,2.01224070,200000,0.016241,0.000100,2.571093,0.006174,yes
adaptive,73.73,2.01224186,347,0.000073,0.057896,2.568698,0.006175,yes
analytic,73.74,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.74,2.01230290,2007,0.000175,0.010000,2.571242,0.006236,yes
fixed_1e-03,73.74,2.01230289,20061,0.001747,0.001000,2.571388,0.006236,yes
fixed_1e-04,73.74,2.01230289,200000,0.016245,0.000100,2.571390,0.006236,yes
adaptive,73.74,2.01230389,347,0.000073,0.057891,2.568807,0.006237,yes
analytic,73.75,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.75,2.01236510,2007,0.000175,0.010000,2.571528,0.006298,yes
fixed_1e-03,73.75,2.01236508,20061,0.001747,0.001000,2.571685,0.006298,yes
fixed_1e-04,73.75,2.01236508,200000,0.016263,0.000100,2.571686,0.006298,yes
adaptive,73.75,2.01236594,347,0.000073,0.057892,2.568914,0.006299,yes
analytic,73.76,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.76,2.01242730,2007,0.000179,0.010000,2.571812,0.006361,yes
fixed_1e-03,73.76,2.01242729,20061,0.001745,0.001000,2.571982,0.006361,yes
fixed_1e-04,73.76,2.01242729,200000,0.016248,0.000100,2.571982,0.006361,yes
adaptive,73.76,2.01242801,347,0.000074,0.057872,2.569020,0.006361,yes
analytic,73.77,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.77,2.01248952,2007,0.000175,0.010000,2.572096,0.006423,yes
fixed_1e-03,73.77,2.01248951,20061,0.001723,0.001000,2.572277,0.006423,yes
fixed_1e-04,73.77,2.01248951,200000,0.016221,0.000100,2.572277,0.006423,yes
adaptive,73.77,2.01249010,347,0.000074,0.057881,2.569142,0.006423,yes
analytic,73.78,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.78,2.01255175,2007,0.000174,0.010000,2.572379,0.006485,yes
fixed_1e-03,73.78,2.01255174,20061,0.001747,0.001000,2.572571,0.006485,yes
fixed_1e-04,73.78,2.01255174,200000,0.016226,0.000100,2.572572,0.006485,yes
adaptive,73.78,2.01255221,347,0.000073,0.057871,2.569275,0.006486,yes
analytic,73.79,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.79,2.01261400,2007,0.000175,0.010000,2.572660,0.006547,yes
fixed_1e-03,73.79,2.01261398,20061,0.001739,0.001000,2.572865,0.006547,yes
fixed_1e-04,73.79,2.01261398,200000,0.016240,0.000100,2.572866,0.006547,yes
adaptive,73.79,2.01261434,347,0.000074,0.057868,2.569406,0.006548,yes
analytic,73.80,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.80,2.01267625,2007,0.000175,0.010000,2.572941,0.006610,yes
fixed_1e-03,73.80,2.01267624,20061,0.001738,0.001000,2.573157,0.006610,yes
fixed_1e-04,73.80,2.01267624,200000,0.016222,0.000100,2.573159,0.006610,yes
adaptive,73.80,2.01267649,347,0.000074,0.057865,2.569535,0.006610,yes
analytic,73.81,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.81,2.01273852,2007,0.000175,0.010000,2.573221,0.006672,yes
fixed_1e-03,73.81,2.01273850,20061,0.001751,0.001000,2.573450,0.006672,yes
fixed_1e-04,73.81,2.01273850,200000,0.016276,0.000100,2.573452,0.006672,yes
adaptive,73.81,2.01273862,347,0.000073,0.057862,2.569605,0.006672,yes
analytic,73.82,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.82,2.01280080,2007,0.000175,0.010000,2.573500,0.006734,yes
fixed_1e-03,73.82,2.01280078,20061,0.001744,0.001000,2.573744,0.006734,yes
fixed_1e-04,73.82,2.01280078,200000,0.016242,0.000100,2.573745,0.006734,yes
adaptive,73.82,2.01280060,347,0.000073,0.057872,2.569282,0.006734,yes
analytic,73.83,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.83,2.01286309,2007,0.000175,0.010000,2.573778,0.006796,yes
fixed_1e-03,73.83,2.01286308,20061,0.001751,0.001000,2.574036,0.006796,yes
fixed_1e-04,73.83,2.01286308,200000,0.016256,0.000100,2.574037,0.006796,yes
adaptive,73.83,2.01286262,347,0.000073,0.057859,2.568914,0.006796,yes
analytic,73.84,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.84,2.01292539,2007,0.000175,0.010000,2.574055,0.006859,yes
fixed_1e-03,73.84,2.01292538,20061,0.001748,0.001000,2.574328,0.006859,yes
fixed_1e-04,73.84,2.01292538,200000,0.016272,0.000100,2.574328,0.006859,yes
adaptive,73.84,2.01292473,347,0.000073,0.057849,2.568682,0.006858,yes
analytic,73.85,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.85,2.01298770,2007,0.000175,0.010000,2.574355,0.006921,yes
fixed_1e-03,73.85,2.01298770,20061,0.001748,0.001000,2.574619,0.006921,yes
fixed_1e-04,73.85,2.01298770,200000,0.016270,0.000100,2.574619,0.006921,yes
adaptive,73.85,2.01298693,347,0.000074,0.057846,2.568660,0.006920,yes
analytic,73.86,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.86,2.01305003,2007,0.000175,0.010000,2.574660,0.006983,yes
fixed_1e-03,73.86,2.01305002,20061,0.001714,0.001000,2.574909,0.006983,yes
fixed_1e-04,73.86,2.01305002,200000,0.016238,0.000100,2.574909,0.006983,yes
adaptive,73.86,2.01304916,347,0.000074,0.057844,2.568644,0.006982,yes
analytic,73.87,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.87,2.01311237,2007,0.000174,0.010000,2.574963,0.007046,yes
fixed_1e-03,73.87,2.01311237,20061,0.001743,0.001000,2.575197,0.007046,yes
fixed_1e-04,73.87,2.01311237,200000,0.016238,0.000100,2.575199,0.007046,yes
adaptive,73.87,2.01311140,348,0.000074,0.057663,2.568637,0.007045,yes
analytic,73.88,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.88,2.01317472,2007,0.000175,0.010000,2.575266,0.007108,yes
fixed_1e-03,73.88,2.01317472,20061,0.001743,0.001000,2.575486,0.007108,yes
fixed_1e-04,73.88,2.01317472,200000,0.016233,0.000100,2.575488,0.007108,yes
adaptive,73.88,2.01317569,346,0.000074,0.058044,2.573561,0.007109,yes
analytic,73.89,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.89,2.01323709,2007,0.000175,0.010000,2.575567,0.007170,yes
fixed_1e-03,73.89,2.01323708,20061,0.001748,0.001000,2.575775,0.007170,yes
fixed_1e-04,73.89,2.01323708,200000,0.016285,0.000100,2.575777,0.007170,yes
adaptive,73.89,2.01323791,346,0.000073,0.058041,2.573672,0.007171,yes
analytic,73.90,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.90,2.01329946,2007,0.000175,0.010000,2.575868,0.007233,yes
fixed_1e-03,73.90,2.01329946,20061,0.001718,0.001000,2.576064,0.007233,yes
fixed_1e-04,73.90,2.01329946,200000,0.016232,0.000100,2.576065,0.007233,yes
adaptive,73.90,2.01330015,346,0.000073,0.058030,2.573798,0.007233,yes
analytic,73.91,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.91,2.01336185,2007,0.000175,0.010000,2.576168,0.007295,yes
fixed_1e-03,73.91,2.01336185,20061,0.001752,0.001000,2.576352,0.007295,yes
fixed_1e-04,73.91,2.01336185,200000,0.016241,0.000100,2.576353,0.007295,yes
adaptive,73.91,2.01336240,346,0.000074,0.058026,2.573921,0.007296,yes
analytic,73.92,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.92,2.01342425,2007,0.000175,0.010000,2.576466,0.007358,yes
fixed_1e-03,73.92,2.01342425,20061,0.001744,0.001000,2.576640,0.007358,yes
fixed_1e-04,73.92,2.01342425,200000,0.016227,0.000100,2.576640,0.007358,yes
adaptive,73.92,2.01342391,347,0.000074,0.057853,2.572487,0.007357,yes
analytic,73.93,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.93,2.01348666,2007,0.000175,0.010000,2.576764,0.007420,yes
fixed_1e-03,73.93,2.01348667,20061,0.001731,0.001000,2.576926,0.007420,yes
fixed_1e-04,73.93,2.01348667,200000,0.016273,0.000100,2.576926,0.007420,yes
adaptive,73.93,2.01348593,348,0.000074,0.057671,2.571694,0.007419,yes
analytic,73.94,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.94,2.01354909,2007,0.000175,0.010000,2.577061,0.007482,yes
fixed_1e-03,73.94,2.01354909,20061,0.001748,0.001000,2.577211,0.007482,yes
fixed_1e-04,73.94,2.01354909,200000,0.016286,0.000100,2.577212,0.007482,yes
adaptive,73.94,2.01354820,348,0.000074,0.057664,2.571527,0.007482,yes
analytic,73.95,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.95,2.01361153,2007,0.000175,0.010000,2.577357,0.007545,yes
fixed_1e-03,73.95,2.01361153,20061,0.001748,0.001000,2.577495,0.007545,yes
fixed_1e-04,73.95,2.01361153,200000,0.016252,0.000100,2.577497,0.007545,yes
adaptive,73.95,2.01361052,348,0.000074,0.057658,2.571375,0.007544,yes
analytic,73.96,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.96,2.01367398,2007,0.000175,0.010000,2.577652,0.007607,yes
fixed_1e-03,73.96,2.01367398,20061,0.001748,0.001000,2.577780,0.007607,yes
fixed_1e-04,73.96,2.01367398,200000,0.016245,0.000100,2.577782,0.007607,yes
adaptive,73.96,2.01367289,348,0.000074,0.057657,2.571368,0.007606,yes
analytic,73.97,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.97,2.01373644,2007,0.000175,0.010000,2.577946,0.007670,yes
fixed_1e-03,73.97,2.01373644,20061,0.001748,0.001000,2.578065,0.007670,yes
fixed_1e-04,73.97,2.01373644,200000,0.016289,0.000100,2.578066,0.007670,yes
adaptive,73.97,2.01373528,346,0.000073,0.058029,2.571403,0.007669,yes
analytic,73.98,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.98,2.01379892,2007,0.000175,0.010000,2.578240,0.007732,yes
fixed_1e-03,73.98,2.01379892,20061,0.001710,0.001000,2.578350,0.007732,yes
fixed_1e-04,73.98,2.01379892,200000,0.016249,0.000100,2.578350,0.007732,yes
adaptive,73.98,2.01379770,345,0.000073,0.058241,2.571440,0.007731,yes
analytic,73.99,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,73.99,2.01386141,2007,0.000175,0.010000,2.578532,0.007795,yes
fixed_1e-03,73.99,2.01386140,20061,0.001744,0.001000,2.578633,0.007795,yes
fixed_1e-04,73.99,2.01386140,200000,0.016244,0.000100,2.578633,0.007795,yes
adaptive,73.99,2.01386014,346,0.000074,0.058034,2.571481,0.007793,yes
analytic,74.00,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.00,2.01392391,2007,0.000175,0.010000,2.578823,0.007857,yes
fixed_1e-03,74.00,2.01392390,20061,0.001735,0.001000,2.578916,0.007857,yes
fixed_1e-04,74.00,2.01392390,200000,0.016274,0.000100,2.578916,0.007857,yes
adaptive,74.00,2.01392246,346,0.000073,0.058035,2.569632,0.007856,yes
analytic,74.01,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.01,2.01398642,2007,0.000175,0.010000,2.579113,0.007920,yes
fixed_1e-03,74.01,2.01398641,20061,0.001719,0.001000,2.579197,0.007920,yes
fixed_1e-04,74.01,2.01398641,200000,0.016232,0.000100,2.579198,0.007920,yes
adaptive,74.01,2.01398497,347,0.000074,0.057852,2.569671,0.007918,yes
analytic,74.02,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.02,2.01404895,2007,0.000174,0.010000,2.579403,0.007982,yes
fixed_1e-03,74.02,2.01404894,20061,0.001726,0.001000,2.579478,0.007982,yes
fixed_1e-04,74.02,2.01404894,200000,0.016231,0.000100,2.579480,0.007982,yes
adaptive,74.02,2.01404750,349,0.000074,0.057487,2.569709,0.007981,yes
analytic,74.03,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.03,2.01411149,2007,0.000175,0.010000,2.579691,0.008045,yes
fixed_1e-03,74.03,2.01411147,20061,0.001751,0.001000,2.579758,0.008045,yes
fixed_1e-04,74.03,2.01411147,200000,0.016245,0.000100,2.579761,0.008045,yes
adaptive,74.03,2.01411004,349,0.000074,0.057482,2.569742,0.008043,yes
analytic,74.04,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.04,2.01417404,2007,0.000175,0.010000,2.579979,0.008107,yes
fixed_1e-03,74.04,2.01417402,20061,0.001745,0.001000,2.580039,0.008107,yes
fixed_1e-04,74.04,2.01417402,200000,0.016243,0.000100,2.580041,0.008107,yes
adaptive,74.04,2.01417261,349,0.000074,0.057475,2.569791,0.008106,yes
analytic,74.05,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.05,2.01423660,2007,0.000175,0.010000,2.580265,0.008170,yes
fixed_1e-03,74.05,2.01423658,20061,0.001725,0.001000,2.580320,0.008170,yes
fixed_1e-04,74.05,2.01423658,200000,0.016258,0.000100,2.580321,0.008170,yes
adaptive,74.05,2.01423519,349,0.000074,0.057471,2.569855,0.008169,yes
analytic,74.06,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.06,2.01429917,2007,0.000176,0.010000,2.580551,0.008232,yes
fixed_1e-03,74.06,2.01429916,20061,0.001713,0.001000,2.580600,0.008232,yes
fixed_1e-04,74.06,2.01429916,200000,0.016237,0.000100,2.580600,0.008232,yes
adaptive,74.06,2.01429779,349,0.000074,0.057456,2.569935,0.008231,yes
analytic,74.07,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.07,2.01436176,2007,0.000175,0.010000,2.580836,0.008295,yes
fixed_1e-03,74.07,2.01436174,20061,0.001745,0.001000,2.580879,0.008295,yes
fixed_1e-04,74.07,2.01436174,200000,0.016266,0.000100,2.580879,0.008295,yes
adaptive,74.07,2.01436040,348,0.000074,0.057663,2.570088,0.008294,yes
analytic,74.08,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.08,2.01442435,2007,0.000175,0.010000,2.581120,0.008358,yes
fixed_1e-03,74.08,2.01442434,20061,0.001732,0.001000,2.581157,0.008358,yes
fixed_1e-04,74.08,2.01442434,200000,0.016240,0.000100,2.581157,0.008358,yes
adaptive,74.08,2.01442302,348,0.000074,0.057661,2.570261,0.008356,yes
analytic,74.09,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.09,2.01448696,2007,0.000175,0.010000,2.581403,0.008420,yes
fixed_1e-03,74.09,2.01448695,20061,0.001722,0.001000,2.581434,0.008420,yes
fixed_1e-04,74.09,2.01448695,200000,0.016240,0.000100,2.581435,0.008420,yes
adaptive,74.09,2.01448569,347,0.000074,0.057859,2.575279,0.008419,yes
analytic,74.10,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.10,2.01454958,2007,0.000176,0.010000,2.581684,0.008483,yes
fixed_1e-03,74.10,2.01454957,20061,0.001745,0.001000,2.581710,0.008483,yes
fixed_1e-04,74.10,2.01454957,200000,0.016256,0.000100,2.581712,0.008483,yes
adaptive,74.10,2.01454852,349,0.000075,0.057444,2.570209,0.008482,yes
analytic,74.11,2.00606668,0,0,0.0,0.0,0.0,yes
fixed_1e-02,74.11,2.01461222,2007,0.000175,0.010000,2.581965,0.008546,yes
